temperature,humidity,gas_ppm,vibration,light_lux,condition
5.54,53.15,211.18,0.05,112.31,normal
0.36,40.77,170.04,0.83,133.45,abnormal
2.71,58.32,249.87,0.75,64.47,normal
2.24,45.84,100.74,0.85,90.11,normal
6.46,46.58,174.1,0.89,249.28,normal
3.18,48.51,198.21,0.57,184.26,normal
7.64,51.83,114.92,0.54,61.75,normal
4.88,57.1,230.24,0.79,73.2,normal
6.23,51.66,132.6,5.39,53.24,abnormal
7.44,53.38,80.73,0.97,154.15,normal
2.53,41.84,102.53,0.53,220.22,normal
2.82,49.69,198.52,0.77,171.51,normal
7.09,17.37,144.7,0.86,87.5,abnormal
5.32,59.28,86.38,0.64,110.33,normal
7.92,42.44,178.19,0.29,749.5,abnormal
4.09,57.54,92.94,0.24,234.02,normal
2.31,51.94,153.67,0.66,127.71,normal
3.52,46.89,108.43,0.32,201.53,normal
3.87,41.5,103.62,0.36,147.31,normal
7.61,49.33,172.28,0.7,105.18,normal
7.46,48.52,182.77,0.51,246.39,normal
7.89,40.61,98.01,0.99,190.15,normal
4.71,58.78,235.89,0.21,122.81,normal
7.32,57.03,111.32,0.64,67.28,normal
4.43,55.21,141.48,0.37,101.8,normal
2.14,10.86,129.99,1.0,234.2,abnormal
3.33,59.74,144.27,0.65,242.2,normal
2.24,89.01,155.66,0.81,225.39,abnormal
5.83,56.25,149.56,0.6,184.46,normal
6.56,49.72,171.17,2.03,131.53,abnormal
6.32,42.43,227.93,0.66,78.0,normal
2.89,43.5,106.35,0.01,105.54,normal
2.93,43.85,249.99,0.59,109.43,normal
2.55,54.53,174.22,0.45,210.51,normal
7.34,42.04,99.63,0.25,183.4,normal
7.67,46.29,134.18,0.78,138.6,normal
6.6,50.61,102.31,0.83,208.31,normal
2.71,54.0,193.03,0.96,161.3,normal
6.56,50.48,84.97,0.93,53.44,normal
7.37,42.05,128.91,0.87,238.64,normal
2.46,46.66,209.04,0.79,152.11,normal
3.58,49.39,149.7,0.45,1232.76,abnormal
5.3,43.51,189.07,0.67,235.27,normal
4.31,55.12,164.61,0.91,178.5,normal
7.97,49.29,179.48,0.12,645.91,abnormal
5.96,54.51,202.18,0.25,233.54,normal
6.32,51.93,82.34,0.81,160.51,normal
6.71,21.85,132.03,0.77,158.95,abnormal
5.46,54.73,221.8,0.6,135.99,normal
6.14,47.19,106.05,0.61,158.64,normal
2.4,40.97,136.37,0.46,96.71,normal
4.23,57.87,94.11,0.32,138.83,normal
3.34,53.28,91.75,0.59,160.37,normal
3.32,40.41,127.66,0.48,129.69,normal
5.84,56.98,130.28,0.3,204.77,normal
7.46,46.46,228.99,0.01,106.4,normal
6.46,58.02,109.6,0.3,50.95,normal
2.48,54.19,132.33,0.72,118.4,normal
5.6,16.55,137.47,0.46,219.17,abnormal
2.17,43.48,164.83,0.81,52.99,normal
4.21,41.23,249.45,0.21,181.43,normal
4.03,52.0,141.0,0.93,219.66,normal
5.23,56.21,169.31,0.23,105.91,normal
-1.37,47.85,233.82,0.69,170.02,abnormal
2.6,45.91,106.69,0.14,76.2,normal
4.44,50.83,210.75,0.91,121.84,normal
3.06,48.12,182.7,0.47,248.1,normal
3.33,42.52,140.34,0.03,93.09,normal
5.52,50.0,131.35,0.78,214.26,normal
2.91,48.36,194.14,0.05,165.29,normal
3.27,52.38,163.2,0.49,170.74,normal
5.88,43.68,178.9,0.34,69.89,normal
7.05,47.53,202.05,0.28,148.45,normal
4.21,59.4,132.55,0.73,165.87,normal
7.39,44.54,128.56,0.78,195.39,normal
-0.54,41.66,145.46,0.63,143.09,abnormal
6.61,45.7,144.06,0.44,107.59,normal
2.08,54.8,184.54,0.94,120.55,normal
6.2,42.09,93.65,0.45,149.79,normal
4.57,41.17,110.06,0.47,1396.33,abnormal
2.75,55.68,107.22,0.09,190.06,normal
5.28,48.14,92.61,0.72,61.97,normal
2.42,42.28,161.34,0.55,235.47,normal
5.78,49.56,152.69,0.34,77.1,normal
4.92,50.78,179.58,0.07,77.61,normal
5.1,45.69,167.15,0.41,232.32,normal
3.72,43.04,132.97,0.02,55.78,normal
4.72,46.73,234.42,0.57,157.57,normal
0.24,54.06,92.44,0.14,137.47,abnormal
5.76,57.03,144.6,0.21,244.18,normal
5.21,45.16,163.45,0.55,210.29,normal
4.05,41.43,247.52,0.9,233.87,normal
2.57,55.58,193.44,0.03,127.57,normal
6.2,47.86,111.28,0.45,208.6,normal
7.32,41.27,104.56,0.18,105.93,normal
0.77,58.19,163.13,0.83,184.53,abnormal
6.51,52.27,246.16,0.26,138.26,normal
4.56,43.29,218.4,0.58,191.63,normal
2.13,48.14,103.48,0.01,132.66,normal
5.4,46.54,170.75,0.33,71.97,normal
2.33,48.43,101.48,0.45,133.58,normal
5.58,44.63,134.33,0.02,138.17,normal
3.54,57.55,227.3,0.07,165.11,normal
7.21,53.13,233.18,0.19,207.48,normal
4.96,51.0,225.7,0.93,189.85,normal
2.04,58.21,245.32,0.72,142.73,normal
2.7,85.4,198.68,0.05,54.85,abnormal
5.67,42.68,129.74,0.56,218.18,normal
-0.35,43.86,189.67,0.88,188.68,abnormal
6.22,46.33,202.02,0.39,900.2,abnormal
2.07,43.94,187.12,0.67,219.74,normal
6.85,48.53,80.74,0.07,77.66,normal
2.91,56.43,222.97,0.89,194.01,normal
5.02,45.37,145.91,0.25,242.94,normal
3.23,55.05,151.89,0.45,165.25,normal
6.74,43.33,246.14,0.54,131.09,normal
5.83,53.95,144.8,0.85,178.02,normal
7.5,57.81,229.04,0.6,54.81,normal
3.68,24.3,88.84,0.87,79.11,abnormal
6.58,41.87,175.87,0.22,59.98,normal
7.34,40.02,98.41,0.33,128.3,normal
6.72,50.61,197.46,0.71,62.0,normal
0.71,54.67,178.1,0.76,197.06,abnormal
5.83,41.23,90.44,0.24,119.71,normal
5.05,41.52,116.31,0.33,154.49,normal
3.65,52.91,161.14,0.46,120.45,normal
2.25,52.78,97.53,0.4,236.28,normal
4.68,49.74,218.66,0.55,57.22,normal
2.22,57.77,874.19,0.66,130.96,abnormal
6.16,52.92,114.72,0.7,137.19,normal
5.1,47.79,246.76,0.52,134.48,normal
5.43,56.53,145.51,0.36,197.17,normal
5.98,43.2,91.16,0.87,193.88,normal
7.82,85.73,143.74,0.26,178.72,abnormal
4.09,46.54,199.95,0.55,99.38,normal
-1.53,51.87,209.38,0.16,81.84,abnormal
2.85,49.36,212.05,0.48,161.91,normal
3.98,56.29,237.94,0.43,146.98,normal
18.15,55.53,81.1,0.79,118.19,abnormal
6.95,43.58,208.17,0.43,162.04,normal
3.53,41.39,143.07,0.74,62.25,normal
7.25,47.41,130.97,0.11,97.71,normal
4.8,43.81,235.6,0.54,162.86,normal
7.32,56.85,188.61,0.77,94.75,normal
3.0,49.68,160.77,3.82,199.38,abnormal
2.73,55.2,129.72,0.32,188.66,normal
5.02,47.8,80.19,0.6,51.72,normal
-4.56,56.55,201.78,0.28,88.69,abnormal
4.93,57.77,243.93,0.35,181.73,normal
5.97,59.71,95.97,0.62,1427.92,abnormal
4.56,42.41,178.54,0.63,71.67,normal
5.66,47.0,147.79,0.77,131.34,normal
5.66,53.63,169.08,0.23,107.51,normal
2.1,54.27,105.9,0.94,217.93,normal
4.28,54.25,113.37,0.46,700.29,abnormal
2.76,41.76,92.91,0.26,246.81,normal
4.75,47.24,128.37,0.67,134.27,normal
4.01,55.77,179.75,0.08,238.94,normal
6.21,40.88,147.48,0.83,80.28,normal
5.02,42.69,139.27,0.57,91.79,normal
4.81,46.73,157.47,0.56,220.78,normal
3.73,50.01,115.19,0.49,67.85,normal
3.7,48.06,176.92,0.82,126.88,normal
5.03,48.26,187.71,0.85,1178.78,abnormal
2.93,57.53,95.58,0.99,148.97,normal
5.94,48.47,104.86,0.52,112.08,normal
3.58,57.78,233.28,0.99,149.61,normal
2.02,56.22,197.17,0.73,181.57,normal
4.35,40.99,131.71,0.75,207.98,normal
5.54,51.19,137.45,0.21,78.65,normal
7.73,14.06,89.69,0.64,195.1,abnormal
7.39,91.9,234.63,0.38,192.55,abnormal
3.2,40.26,234.2,0.06,57.54,normal
6.92,51.77,91.21,0.44,72.79,normal
7.64,57.07,170.39,0.04,155.35,normal
-2.98,59.04,90.96,0.54,238.67,abnormal
5.75,41.01,205.73,0.05,102.5,normal
4.66,48.49,121.22,0.42,84.08,normal
15.12,56.22,103.86,0.14,177.04,abnormal
4.09,59.68,209.38,0.3,141.77,normal
3.54,49.16,80.64,0.35,193.56,normal
6.97,59.96,86.18,0.35,159.7,normal
6.68,44.89,226.54,0.43,235.97,normal
5.71,45.8,103.72,0.56,247.49,normal
2.84,48.44,119.57,1.0,196.69,normal
2.17,54.57,148.94,0.49,145.79,normal
4.97,47.96,938.77,0.66,158.54,abnormal
7.56,18.65,169.41,0.66,121.51,abnormal
5.93,57.58,212.99,0.16,234.86,normal
2.95,48.5,153.95,0.51,188.23,normal
6.2,43.89,189.41,0.09,129.03,normal
3.01,51.01,188.94,0.68,192.83,normal
14.64,51.62,121.11,0.32,157.09,abnormal
4.05,49.53,159.03,0.43,244.91,normal
4.28,40.5,222.56,0.91,123.87,normal
2.15,40.59,92.31,0.71,237.01,normal
4.64,57.84,212.72,0.33,160.29,normal
2.42,56.46,180.34,0.95,120.5,normal
6.81,50.69,155.04,0.65,218.3,normal
4.57,41.12,190.75,0.77,50.87,normal
3.57,51.89,188.56,0.52,139.44,normal
4.95,52.79,248.71,0.63,178.51,normal
5.54,40.36,97.28,0.88,117.98,normal
5.86,47.83,186.35,0.49,84.18,normal
2.14,53.23,182.12,0.15,86.23,normal
3.13,52.09,219.54,0.63,53.14,normal
2.25,55.65,164.74,0.2,238.08,normal
6.71,58.09,190.71,0.42,101.91,normal
4.71,44.78,240.68,0.73,107.66,normal
6.85,49.9,212.92,0.09,178.4,normal
4.35,53.27,181.59,0.9,185.66,normal
2.3,82.61,233.55,0.79,122.38,abnormal
7.64,44.38,136.15,0.07,126.16,normal
5.29,50.73,219.86,0.35,224.8,normal
6.49,45.35,113.71,0.3,198.28,normal
7.64,47.06,173.0,0.43,82.0,normal
4.97,48.68,146.58,0.3,112.64,normal
7.16,56.23,160.37,0.52,50.92,normal
5.65,44.87,211.43,0.65,204.29,normal
3.31,56.58,122.81,0.24,245.08,normal
5.58,46.74,171.05,0.36,202.63,normal
3.91,41.19,249.07,0.03,84.97,normal
4.78,54.66,81.39,0.46,106.07,normal
5.62,43.92,87.77,3.87,95.46,abnormal
7.44,56.89,180.35,0.27,207.69,normal
5.77,53.71,121.09,0.93,62.69,normal
5.35,47.02,140.24,0.68,187.83,normal
3.8,46.87,191.85,0.96,68.84,normal
3.36,41.29,234.51,0.6,204.36,normal
6.11,56.49,207.6,0.62,216.49,normal
2.47,54.43,233.96,0.11,97.8,normal
2.18,59.88,108.37,0.36,226.98,normal
2.89,48.68,194.86,0.91,211.22,normal
6.15,50.47,164.3,0.53,160.8,normal
4.09,46.84,93.64,0.63,136.28,normal
5.62,58.18,93.74,0.23,68.75,normal
7.41,46.09,220.9,0.31,186.85,normal
6.19,58.48,151.04,0.47,158.76,normal
4.73,44.95,122.53,0.1,218.69,normal
3.9,49.51,243.76,0.72,1262.5,abnormal
6.57,45.15,97.26,0.75,55.75,normal
2.71,59.51,191.35,0.39,52.82,normal
2.36,51.42,94.25,0.83,98.1,normal
3.41,52.37,137.12,0.07,198.95,normal
4.01,89.25,202.59,0.82,157.97,abnormal
0.49,54.08,151.19,0.23,210.77,abnormal
3.29,55.63,220.72,4.12,161.21,abnormal
5.01,92.0,95.38,0.29,80.45,abnormal
5.65,44.85,130.62,0.05,185.9,normal
6.71,44.75,121.87,0.13,122.36,normal
4.27,43.7,183.64,0.11,116.25,normal
6.49,52.57,112.99,0.09,220.17,normal
3.79,48.72,184.56,0.23,209.11,normal
5.92,43.14,246.82,0.48,618.7,abnormal
3.92,48.16,196.16,0.11,184.63,normal
2.76,58.06,243.19,0.81,231.94,normal
2.97,42.23,152.65,0.69,66.68,normal
5.02,44.57,185.15,0.16,168.74,normal
5.4,41.51,134.78,0.22,142.1,normal
2.68,40.54,103.27,0.51,140.24,normal
5.86,46.93,181.13,0.62,195.8,normal
3.18,45.09,134.03,0.01,247.64,normal
6.66,47.55,217.18,0.24,148.87,normal
7.32,54.9,132.65,0.35,61.06,normal
5.02,49.05,147.42,0.24,205.82,normal
5.63,54.38,114.97,0.41,187.95,normal
3.79,41.38,200.87,0.15,207.76,normal
2.58,41.51,121.41,0.55,76.43,normal
2.29,55.01,97.02,0.24,125.06,normal
3.86,42.98,96.75,0.54,159.38,normal
3.42,40.63,173.53,0.2,196.24,normal
4.32,42.43,212.55,0.41,915.34,abnormal
5.22,53.53,195.64,0.65,190.28,normal
4.28,40.25,207.34,0.59,806.26,abnormal
4.89,40.92,83.93,0.13,101.4,normal
6.68,59.33,235.27,0.46,136.74,normal
4.19,55.89,215.06,0.67,217.59,normal
3.08,49.18,169.94,0.08,72.03,normal
6.52,52.44,215.75,0.3,101.91,normal
5.63,42.84,147.22,0.34,214.54,normal
4.72,49.97,120.18,0.45,186.87,normal
6.53,50.02,150.6,0.14,135.13,normal
4.4,42.69,148.29,0.83,234.73,normal
3.31,40.51,141.79,0.21,69.69,normal
7.11,49.56,128.7,0.99,83.17,normal
6.12,58.55,209.44,0.29,126.16,normal
3.78,47.82,144.81,0.49,90.96,normal
3.78,53.6,92.18,0.46,205.83,normal
3.04,53.42,143.68,0.3,95.35,normal
7.94,54.74,115.23,0.92,102.39,normal
3.5,46.26,171.57,0.57,168.63,normal
12.16,51.02,212.5,0.23,55.66,abnormal
4.92,52.07,188.92,0.4,95.4,normal
4.07,59.51,206.96,2.58,240.99,abnormal
2.68,52.88,689.53,0.06,115.97,abnormal
2.39,58.16,88.48,0.74,187.12,normal
2.49,49.03,101.81,0.16,145.96,normal
2.12,50.73,155.88,0.58,247.78,normal
2.32,56.55,136.89,0.45,172.56,normal
6.36,53.12,221.55,0.48,106.97,normal
5.75,41.14,107.41,0.87,71.29,normal
3.67,57.07,214.39,0.99,121.19,normal
5.32,50.69,97.34,0.94,243.58,normal
4.96,52.64,196.4,0.96,191.31,normal
3.46,59.86,114.02,0.09,169.28,normal
7.0,83.97,110.26,0.87,132.88,abnormal
3.83,48.21,162.96,0.56,64.21,normal
7.35,50.51,197.26,0.59,166.15,normal
4.35,59.56,108.34,0.05,202.72,normal
2.08,41.54,248.49,0.35,209.07,normal
2.69,44.44,247.22,0.19,234.18,normal
3.45,49.4,226.37,0.33,165.68,normal
2.27,53.78,221.91,0.24,184.51,normal
6.5,47.43,212.01,0.5,118.35,normal
7.81,57.35,195.61,0.92,159.63,normal
2.92,57.01,249.86,0.22,176.42,normal
3.93,59.22,138.14,0.44,104.47,normal
6.2,43.69,174.8,0.88,175.87,normal
3.52,49.87,151.57,2.72,237.01,abnormal
7.95,54.13,148.99,0.04,189.24,normal
5.43,45.22,123.9,0.82,194.67,normal
3.91,41.88,146.23,0.78,170.62,normal
6.63,49.41,147.99,0.66,117.53,normal
16.51,48.57,192.47,0.36,207.65,abnormal
2.81,45.55,203.99,0.56,199.85,normal
3.06,42.15,162.19,0.78,87.64,normal
6.56,41.86,148.08,0.06,225.47,normal
5.73,43.84,152.89,0.03,188.48,normal
5.94,54.13,245.69,0.71,86.05,normal
3.03,43.41,224.67,0.27,187.67,normal
6.75,54.44,217.83,0.06,184.74,normal
6.4,48.68,132.45,0.01,228.31,normal
6.75,45.8,108.59,0.76,160.55,normal
-0.98,53.36,106.75,0.28,211.7,abnormal
2.04,52.02,154.67,0.35,228.89,normal
6.01,50.3,191.75,0.98,133.31,normal
5.68,51.52,97.52,0.49,88.48,normal
6.24,57.95,159.47,0.32,216.16,normal
7.03,59.8,196.34,0.62,151.71,normal
4.31,41.52,233.31,0.78,55.43,normal
4.3,52.33,110.81,0.58,248.02,normal
7.74,44.84,144.98,0.38,166.62,normal
5.6,25.51,176.87,0.23,157.45,abnormal
3.5,56.7,186.27,0.54,200.9,normal
2.1,52.42,119.18,0.79,75.36,normal
7.15,45.88,144.35,0.67,152.48,normal
4.46,44.03,130.98,0.52,170.9,normal
3.25,82.42,239.64,0.74,126.25,abnormal
6.39,85.15,211.93,0.36,107.59,abnormal
6.36,43.53,240.44,0.94,160.9,normal
4.7,44.08,219.6,0.02,222.39,normal
6.55,51.19,233.58,0.52,174.29,normal
3.63,59.71,161.53,0.63,51.65,normal
6.84,52.1,243.23,0.28,91.91,normal
7.04,49.41,135.78,0.26,74.92,normal
3.21,40.75,180.63,0.59,104.79,normal
7.7,44.25,126.71,0.28,195.95,normal
6.0,50.33,153.72,0.45,157.78,normal
4.74,48.17,98.1,0.7,221.03,normal
7.18,57.1,179.32,0.09,102.17,normal
2.49,40.53,208.98,0.8,102.14,normal
7.59,48.96,137.24,0.48,858.5,abnormal
3.95,53.05,93.02,0.73,134.48,normal
2.58,49.83,129.73,0.56,194.64,normal
3.7,44.15,244.14,0.61,177.93,normal
5.1,40.37,245.99,0.93,114.84,normal
4.01,48.18,225.67,0.58,1448.39,abnormal
3.87,42.71,201.03,0.9,230.25,normal
4.61,49.43,199.51,0.59,229.9,normal
2.75,59.18,223.56,0.33,246.07,normal
3.44,46.47,199.97,0.49,198.91,normal
7.25,46.02,248.76,0.07,132.25,normal
5.1,45.75,121.56,0.75,221.89,normal
4.31,46.46,139.63,0.02,1339.9,abnormal
2.48,55.28,154.68,0.58,170.22,normal
6.84,52.97,80.26,0.29,234.13,normal
0.44,58.07,163.25,0.35,125.21,abnormal
7.35,47.75,150.54,0.05,88.86,normal
3.52,53.6,115.92,0.6,130.59,normal
4.27,54.77,121.58,0.1,64.39,normal
-3.67,48.79,151.69,0.48,218.44,abnormal
7.3,26.76,230.6,0.3,223.28,abnormal
7.32,43.46,150.29,0.14,99.0,normal
5.23,53.93,166.6,0.9,160.85,normal
6.88,15.3,164.29,0.77,124.87,abnormal
3.72,44.79,128.49,0.5,116.86,normal
7.09,48.92,158.15,0.25,215.17,normal
6.52,44.8,146.18,0.42,145.06,normal
7.23,40.45,227.32,0.42,120.94,normal
4.67,43.99,95.01,0.32,144.24,normal
6.66,41.19,180.02,0.79,178.67,normal
7.11,54.77,215.37,0.37,121.41,normal
3.45,45.81,124.78,0.24,246.64,normal
5.93,48.45,121.82,0.95,232.76,normal
0.65,48.6,85.42,0.68,233.09,abnormal
7.17,40.74,159.29,0.86,164.12,normal
2.36,44.91,132.3,0.99,183.13,normal
2.47,52.0,210.12,0.5,168.31,normal
3.89,41.61,173.1,0.68,113.66,normal
7.77,55.75,127.04,0.43,112.39,normal
4.69,58.47,166.82,0.76,131.67,normal
2.0,54.41,204.62,0.41,184.24,normal
4.3,57.71,200.39,2.06,124.57,abnormal
4.42,59.56,179.65,0.02,178.38,normal
6.31,54.03,197.58,0.0,86.1,normal
4.98,58.17,225.41,0.32,217.64,normal
5.74,48.45,235.49,0.07,60.96,normal
7.25,50.64,143.94,0.31,111.51,normal
-1.69,56.76,123.07,0.73,150.07,abnormal
4.73,57.29,220.69,0.0,115.46,normal
2.62,58.6,206.87,0.67,233.26,normal
5.03,52.9,222.51,0.99,157.45,normal
6.2,57.19,150.32,0.93,222.91,normal
2.57,41.8,114.6,0.37,151.1,normal
2.85,50.28,113.25,0.9,244.1,normal
5.21,41.57,115.71,0.62,155.45,normal
5.83,53.88,163.12,0.6,118.75,normal
5.72,56.18,168.83,0.71,185.48,normal
0.83,51.08,143.77,0.36,153.77,abnormal
2.66,49.21,208.84,2.71,157.61,abnormal
15.88,46.22,209.57,0.57,159.55,abnormal
2.25,41.11,113.33,0.53,213.82,normal
-3.45,54.07,246.95,0.17,232.95,abnormal
5.65,47.4,158.76,0.84,245.61,normal
5.53,58.47,109.48,4.06,80.95,abnormal
2.54,76.74,203.03,0.09,99.89,abnormal
5.85,47.25,224.33,0.95,114.15,normal
2.35,46.15,81.74,0.44,67.59,normal
7.36,52.33,230.96,0.41,172.78,normal
6.61,46.4,149.15,0.84,136.43,normal
3.83,59.76,131.61,0.78,198.4,normal
5.55,42.83,239.59,0.86,169.59,normal
2.33,46.14,93.95,0.62,196.75,normal
4.52,42.09,198.11,0.38,178.14,normal
2.56,41.18,208.14,0.84,190.46,normal
2.79,53.28,102.78,0.74,130.9,normal
6.95,58.5,105.83,0.08,212.11,normal
5.83,43.41,212.97,0.84,163.7,normal
2.88,50.58,187.34,0.5,209.93,normal
6.47,40.22,176.68,0.14,209.93,normal
7.62,52.67,163.69,0.76,160.25,normal
6.22,43.16,85.19,0.96,182.2,normal
5.35,87.31,204.95,0.25,88.27,abnormal
2.73,52.2,95.02,0.33,230.19,normal
3.99,59.92,230.38,0.8,54.61,normal
7.69,47.99,217.02,0.04,1052.42,abnormal
7.61,43.64,82.17,0.78,219.44,normal
4.71,91.09,197.74,0.61,118.21,abnormal
2.14,57.41,187.88,0.97,166.88,normal
4.35,53.76,114.72,0.09,127.79,normal
4.13,56.11,117.49,0.56,156.17,normal
6.37,17.62,152.35,0.98,245.33,abnormal
3.43,44.12,192.03,0.05,179.43,normal
0.06,40.46,94.99,0.1,195.38,abnormal
4.29,58.44,161.94,0.59,183.08,normal
7.29,55.07,184.62,0.21,53.34,normal
6.56,54.61,225.66,0.52,209.53,normal
6.38,51.2,241.63,0.57,111.61,normal
6.52,45.19,217.51,0.73,241.41,normal
4.64,51.22,180.05,0.88,241.46,normal
3.29,41.13,175.95,0.73,75.22,normal
4.96,56.16,123.49,0.51,153.41,normal
5.17,55.4,221.9,0.33,187.75,normal
7.35,47.35,192.8,0.66,182.71,normal
-1.85,43.29,171.21,0.0,202.79,abnormal
2.93,47.47,87.09,0.9,152.85,normal
6.36,53.63,221.41,0.48,131.9,normal
2.11,58.98,127.35,0.8,93.76,normal
3.68,46.51,177.72,0.33,579.35,abnormal
3.2,58.75,134.8,0.34,207.46,normal
5.77,58.48,199.0,0.49,157.49,normal
3.66,59.34,90.94,0.64,244.15,normal
7.32,58.57,152.85,0.32,74.06,normal
2.71,52.34,163.81,0.26,94.8,normal
4.13,46.37,210.48,0.78,137.17,normal
4.42,50.59,656.06,0.94,51.59,abnormal
5.39,44.13,205.19,0.82,62.21,normal
6.71,56.74,94.6,0.74,165.12,normal
2.93,58.44,104.58,0.52,201.86,normal
3.29,55.45,182.03,0.48,132.04,normal
5.77,55.33,154.1,0.69,240.98,normal
7.25,59.42,126.68,0.79,89.31,normal
2.03,56.77,136.72,0.22,199.55,normal
7.29,47.98,247.75,0.49,235.71,normal
3.64,57.62,138.66,0.59,228.5,normal
7.34,49.69,125.44,0.75,248.11,normal
2.83,42.72,186.95,0.75,129.02,normal
6.76,52.48,90.7,0.6,80.63,normal
7.89,48.18,205.61,0.93,80.71,normal
6.43,43.41,94.53,0.88,121.48,normal
7.32,55.69,222.53,0.22,99.18,normal
4.98,46.8,134.4,0.14,232.84,normal
4.5,44.35,183.25,0.4,178.27,normal
6.49,40.05,175.4,0.78,54.48,normal
4.06,53.33,231.93,0.7,237.63,normal
2.39,49.67,142.96,0.15,185.52,normal
2.58,46.14,212.73,0.34,184.44,normal
3.65,50.83,168.4,0.67,98.91,normal
4.02,51.41,126.26,0.44,120.1,normal
5.49,40.73,83.19,0.33,195.06,normal
6.76,44.2,222.01,0.22,203.17,normal
5.94,42.04,226.17,0.8,84.94,normal
2.02,51.65,210.51,0.86,60.75,normal
7.7,44.82,227.07,0.35,121.99,normal
2.75,41.02,88.12,0.12,116.61,normal
4.73,44.57,128.92,0.96,98.08,normal
7.37,45.25,171.22,0.13,120.48,normal
7.77,46.74,123.28,0.22,104.07,normal
4.93,41.9,170.77,0.88,874.09,abnormal
5.99,43.03,226.32,0.54,243.35,normal
2.11,55.5,207.48,0.79,217.34,normal
5.59,56.66,141.56,0.5,180.72,normal
2.93,57.96,170.25,0.91,175.61,normal
3.16,43.35,116.28,0.74,207.42,normal
4.66,46.01,159.05,0.25,211.37,normal
5.8,11.92,204.02,0.49,167.97,abnormal
6.84,53.87,245.61,0.12,119.86,normal
4.04,40.83,201.19,0.5,106.68,normal
4.41,42.45,84.32,0.61,127.66,normal
4.76,52.32,85.31,0.85,201.6,normal
2.21,47.66,177.37,0.65,164.92,normal
4.59,51.95,240.51,0.31,185.98,normal
6.22,42.2,215.68,0.58,206.12,normal
6.62,58.47,152.12,0.4,100.0,normal
4.57,60.0,142.56,4.7,121.21,abnormal
4.45,49.78,157.26,0.13,157.67,normal
2.51,44.27,216.14,0.82,200.66,normal
2.45,43.79,182.61,0.91,111.98,normal
3.86,52.29,153.48,0.85,234.58,normal
6.27,54.54,150.39,0.77,226.89,normal
5.12,75.45,199.61,0.85,228.26,abnormal
2.31,49.13,202.56,0.8,204.84,normal
4.19,56.28,146.27,0.03,84.82,normal
0.69,53.39,120.34,0.73,211.96,abnormal
6.67,41.37,230.68,0.86,1023.09,abnormal
5.5,41.77,101.46,0.13,89.22,normal
2.45,52.53,108.29,0.87,211.02,normal
2.65,49.78,189.12,0.57,245.69,normal
5.71,46.12,246.05,5.04,140.3,abnormal
5.77,47.55,143.29,0.21,124.96,normal
3.68,58.49,98.59,0.1,204.49,normal
7.1,58.1,138.24,0.21,234.27,normal
7.8,53.74,104.55,0.21,215.11,normal
2.6,51.86,155.58,0.95,135.77,normal
2.6,55.57,127.51,0.5,66.05,normal
2.81,40.56,92.67,0.66,98.77,normal
3.6,41.19,96.57,0.18,83.8,normal
4.34,43.91,166.39,0.88,128.98,normal
7.45,40.92,177.41,0.99,182.28,normal
2.65,50.87,211.83,0.38,198.09,normal
4.9,53.08,197.14,0.07,133.21,normal
2.88,15.64,169.0,0.52,162.18,abnormal
2.62,47.8,177.63,0.04,227.21,normal
4.32,45.95,135.85,0.4,172.95,normal
2.66,52.26,148.22,0.32,231.24,normal
5.66,40.41,213.39,0.25,209.52,normal
5.39,54.19,162.71,0.02,109.67,normal
5.97,42.29,243.43,0.45,60.62,normal
6.42,47.48,177.56,0.19,248.69,normal
4.35,59.09,158.6,0.18,242.15,normal
15.98,52.75,147.66,0.14,224.93,abnormal
6.78,12.81,99.22,0.57,235.84,abnormal
6.25,49.11,214.75,0.51,78.31,normal
3.39,55.45,620.83,0.23,150.7,abnormal
6.09,52.43,94.06,0.41,139.73,normal
7.11,84.6,137.47,0.25,164.78,abnormal
6.24,42.44,228.93,0.73,110.85,normal
2.53,58.22,121.57,2.35,116.08,abnormal
5.81,54.13,176.26,0.01,94.11,normal
7.17,49.08,163.77,0.49,221.4,normal
3.15,46.91,165.05,0.91,228.65,normal
2.78,58.2,198.77,0.0,68.64,normal
5.25,44.64,187.88,0.56,114.15,normal
4.31,45.18,208.53,0.45,216.55,normal
7.19,48.71,90.31,0.39,94.89,normal
7.73,56.86,238.31,0.8,141.01,normal
7.05,56.86,188.64,0.47,97.27,normal
3.06,51.6,151.43,0.83,195.06,normal
6.53,50.0,246.6,0.99,118.06,normal
3.81,45.62,170.67,0.04,110.69,normal
6.35,14.34,99.9,0.09,118.89,abnormal
4.05,45.79,162.22,0.46,205.89,normal
7.64,56.35,202.08,0.3,145.46,normal
2.63,41.02,242.07,0.58,128.44,normal
3.74,89.86,151.12,0.46,152.35,abnormal
2.91,47.75,178.02,0.3,117.57,normal
2.15,44.06,81.77,0.51,1456.64,abnormal
7.15,54.83,81.94,0.43,194.71,normal
3.09,57.31,190.49,0.86,63.54,normal
7.59,55.64,160.98,0.62,222.46,normal
4.63,17.49,86.95,0.65,163.9,abnormal
2.87,14.46,159.63,0.18,199.09,abnormal
4.66,53.4,94.52,0.95,201.86,normal
11.3,51.94,109.31,0.66,56.5,abnormal
7.41,58.33,128.86,0.16,88.52,normal
-4.69,42.86,184.85,0.93,100.45,abnormal
6.72,56.29,231.23,0.83,240.39,normal
