temperature,humidity,gas_ppm,vibration,condition
2.27,80.79,188.72,0.86,normal
3.03,73.42,294.92,0.67,normal
5.19,66.21,212.33,0.65,normal
3.24,98.85,305.1,0.22,abnormal
3.37,72.38,151.62,0.88,normal
2.23,75.14,317.03,1.29,normal
2.78,69.01,331.7,1.18,normal
4.67,78.9,346.38,0.9,normal
4.31,84.26,273.22,0.63,normal
3.82,80.78,158.44,0.33,normal
2.89,69.61,274.78,0.36,normal
5.81,71.63,298.02,0.31,normal
5.96,72.26,164.75,0.05,normal
3.16,68.89,267.14,1.15,normal
2.12,68.96,184.83,1.33,normal
3.36,76.09,185.71,0.03,normal
8.15,78.55,225.78,1.18,abnormal
5.74,71.1,198.03,1.21,normal
5.76,84.54,349.54,1.32,normal
8.83,82.65,176.16,0.28,abnormal
4.78,71.36,235.91,0.95,normal
4.35,82.09,705.93,0.22,abnormal
4.52,70.6,175.29,0.76,normal
3.96,79.55,306.93,1.19,normal
2.67,72.76,326.48,1.13,normal
4.08,68.58,292.5,0.79,normal
5.82,74.48,266.24,0.96,normal
4.6,69.14,328.98,0.68,normal
2.87,73.5,225.42,0.24,normal
4.2,91.34,166.81,0.67,abnormal
4.34,74.31,274.23,0.64,normal
3.64,81.09,213.4,0.57,normal
2.94,77.91,221.82,0.12,normal
4.19,66.56,693.5,0.34,abnormal
3.44,75.92,216.75,1.01,normal
4.98,80.37,319.09,0.29,normal
2.55,82.1,293.24,0.81,normal
5.08,70.64,219.33,1.5,normal
5.03,65.24,957.86,1.48,abnormal
2.91,49.47,191.98,0.35,abnormal
4.21,74.37,312.88,0.51,normal
5.38,73.58,338.39,0.63,normal
5.41,65.6,177.79,1.31,normal
4.95,75.0,281.77,0.53,normal
3.7,80.05,302.57,1.04,normal
4.35,76.35,156.44,0.21,normal
4.27,97.99,332.75,0.86,abnormal
3.53,83.97,162.74,0.58,normal
3.32,84.24,277.8,0.46,normal
4.7,68.55,315.29,0.91,normal
2.8,83.23,227.18,0.31,normal
4.1,74.09,223.73,0.02,normal
5.64,72.82,347.92,0.19,normal
4.97,72.78,330.72,0.31,normal
3.73,97.1,244.96,0.91,abnormal
2.81,79.34,821.27,0.3,abnormal
2.26,42.98,311.51,0.79,abnormal
3.84,46.52,297.46,0.43,abnormal
3.39,51.85,308.47,0.59,abnormal
-0.75,68.59,273.55,0.65,abnormal
4.64,78.97,169.11,1.05,normal
5.54,68.16,326.51,0.81,normal
2.27,79.53,330.45,1.36,normal
5.05,67.42,223.75,1.13,normal
5.12,73.2,182.97,0.31,normal
2.11,77.78,285.12,0.69,normal
3.6,68.89,157.55,0.38,normal
2.55,78.41,242.85,0.69,normal
4.63,79.27,237.54,0.71,normal
2.65,81.77,271.4,0.27,normal
4.97,68.37,284.28,0.02,normal
3.76,68.56,292.88,1.34,normal
3.77,65.96,276.96,0.78,normal
4.64,67.06,288.07,0.67,normal
2.19,72.55,190.35,0.37,normal
-1.73,73.43,347.86,0.51,abnormal
4.68,69.41,326.46,1.2,normal
0.17,65.88,252.5,1.22,abnormal
4.51,77.49,336.87,0.59,normal
2.93,67.12,214.67,0.02,normal
2.05,69.26,194.02,0.99,normal
4.5,65.88,327.09,0.62,normal
4.0,84.81,292.51,1.19,normal
2.69,84.18,919.91,1.47,abnormal
4.71,84.45,288.74,0.5,normal
5.54,71.36,320.31,0.72,normal
4.43,76.7,226.47,0.96,normal
4.35,84.77,196.52,0.92,normal
2.95,94.28,198.71,0.12,abnormal
3.99,69.04,225.15,0.96,normal
4.9,84.77,238.75,1.32,normal
3.27,80.74,157.92,1.19,normal
5.25,80.01,195.8,1.1,normal
2.82,66.08,333.54,1.48,normal
4.79,69.45,324.54,0.78,normal
4.52,66.29,248.33,1.43,normal
5.97,83.77,175.11,0.26,normal
5.18,69.09,251.48,0.64,normal
2.66,68.95,234.8,0.91,normal
4.31,84.35,190.28,1.29,normal
5.8,72.19,225.54,0.71,normal
4.44,73.67,181.18,1.43,normal
5.05,73.55,166.65,1.36,normal
4.15,76.06,185.14,0.57,normal
3.13,76.24,246.17,0.5,normal
2.78,83.32,150.84,1.29,normal
3.5,73.09,233.16,0.59,normal
3.54,71.16,347.5,0.11,normal
10.69,76.31,188.85,0.65,abnormal
5.65,79.44,251.92,0.73,normal
4.79,78.02,335.3,1.1,normal
2.14,81.26,276.19,1.01,normal
4.58,70.23,241.09,1.02,normal
4.41,84.04,318.3,0.02,normal
4.58,83.34,229.53,0.88,normal
5.64,82.52,616.08,0.64,abnormal
4.0,75.66,327.33,0.88,normal
5.01,83.49,323.88,0.16,normal
5.19,81.28,203.8,0.31,normal
4.8,65.13,183.68,0.74,normal
5.09,73.36,233.37,0.43,normal
2.71,68.73,176.87,0.73,normal
2.44,76.34,192.51,0.3,normal
5.24,68.84,346.59,1.31,normal
5.65,67.18,277.29,0.12,normal
2.5,66.29,155.93,0.35,normal
5.04,65.19,203.22,1.43,normal
5.16,65.84,192.21,1.19,normal
4.08,84.24,203.17,0.73,normal
4.42,71.73,286.37,0.51,normal
2.96,72.22,229.69,0.92,normal
5.23,90.03,324.11,0.6,abnormal
-1.92,67.46,256.13,1.43,abnormal
2.99,74.04,287.24,1.3,normal
4.64,65.06,277.61,1.41,normal
4.54,82.47,343.92,1.1,normal
2.93,74.69,297.84,1.19,normal
5.76,83.83,245.22,0.99,normal
2.4,72.7,271.43,1.07,normal
5.14,79.33,522.22,0.75,abnormal
5.33,84.93,347.44,0.7,normal
11.38,75.81,198.67,0.26,abnormal
2.36,73.7,293.15,3.8,abnormal
5.07,39.41,201.53,0.71,abnormal
12.66,83.45,276.71,0.74,abnormal
3.33,69.48,265.19,1.39,normal
3.37,83.2,298.59,1.09,normal
5.14,84.32,237.39,0.35,normal
3.16,67.23,218.05,0.89,normal
5.77,76.46,175.48,0.47,normal
4.95,71.22,268.01,0.28,normal
3.69,80.43,309.5,1.4,normal
4.65,76.82,171.32,0.01,normal
2.58,99.43,317.44,0.75,abnormal
4.41,67.92,283.07,1.2,normal
4.4,71.18,348.07,0.19,normal
4.3,77.62,193.14,4.46,abnormal
14.87,71.66,315.58,0.32,abnormal
5.24,79.01,160.51,1.3,normal
3.95,72.84,346.88,0.99,normal
11.84,71.75,285.58,1.49,abnormal
3.56,75.56,206.61,1.04,normal
5.43,72.88,176.18,1.13,normal
5.22,82.0,291.92,0.69,normal
2.55,78.92,208.22,0.22,normal
4.99,79.71,151.83,1.09,normal
4.71,84.77,179.52,1.43,normal
5.37,83.52,169.21,1.46,normal
2.21,84.61,280.02,0.89,normal
4.89,69.9,173.76,4.98,abnormal
4.38,68.45,299.04,1.16,normal
4.63,80.55,322.98,6.25,abnormal
4.61,72.35,174.0,0.12,normal
4.68,75.19,154.61,0.86,normal
3.09,79.91,308.87,0.27,normal
4.58,73.67,264.28,0.15,normal
5.64,80.9,186.98,1.22,normal
4.22,75.73,312.44,0.73,normal
4.34,79.27,308.01,0.19,normal
5.86,82.95,186.13,0.9,normal
4.22,81.01,174.61,0.19,normal
2.64,76.25,320.29,0.05,normal
3.19,84.33,620.12,1.47,abnormal
2.99,65.92,339.16,1.36,normal
4.14,67.8,248.09,0.47,normal
4.42,95.11,287.59,0.99,abnormal
2.15,67.83,321.22,0.32,normal
4.21,76.84,205.48,1.09,normal
4.2,70.21,279.95,0.24,normal
5.78,78.53,338.04,0.21,normal
4.52,70.39,276.62,0.97,normal
4.25,77.96,252.29,0.25,normal
5.97,94.34,155.18,0.91,abnormal
2.5,67.2,259.67,0.1,normal
3.45,71.67,204.65,1.3,normal
2.04,72.54,343.75,0.57,normal
5.7,68.51,295.67,0.46,normal
2.38,41.98,264.43,0.42,abnormal
2.4,65.96,213.6,1.13,normal
5.22,78.56,307.75,0.83,normal
3.91,37.55,151.9,0.77,abnormal
2.51,72.58,297.08,0.08,normal
5.9,79.15,199.82,0.91,normal
2.73,84.72,309.69,0.75,normal
3.71,83.83,326.28,1.22,normal
5.43,83.95,231.3,0.47,normal
2.32,79.6,338.97,0.25,normal
4.97,76.08,248.57,1.31,normal
4.71,53.65,177.29,0.75,abnormal
4.71,75.65,174.94,0.02,normal
5.33,65.15,235.0,0.8,normal
5.98,78.22,334.09,1.5,normal
4.44,77.15,342.93,6.37,abnormal
5.62,68.5,756.94,0.2,abnormal
2.2,74.91,184.1,1.45,normal
4.72,81.63,320.16,1.29,normal
3.93,70.3,150.45,0.95,normal
5.69,83.58,341.83,0.77,normal
5.57,51.97,161.5,0.01,abnormal
3.19,67.14,219.94,1.08,normal
2.04,73.62,189.51,0.79,normal
2.5,44.75,181.13,0.98,abnormal
3.58,70.99,235.67,0.27,normal
2.43,73.77,317.87,0.24,normal
3.74,72.18,324.1,0.3,normal
2.16,72.89,298.78,1.35,normal
2.8,74.59,283.05,0.4,normal
4.2,81.0,292.86,0.49,normal
5.53,75.04,334.71,1.26,normal
2.44,67.16,154.23,0.23,normal
5.07,69.73,285.66,0.51,normal
2.03,74.6,206.44,3.41,abnormal
4.47,79.58,187.37,0.42,normal
3.05,79.02,283.27,0.64,normal
5.13,67.06,296.09,0.92,normal
5.42,77.58,179.75,0.18,normal
3.1,68.84,179.24,0.03,normal
5.46,72.61,254.99,1.05,normal
-0.99,74.58,251.97,0.97,abnormal
3.08,70.61,220.2,0.63,normal
2.19,65.82,160.43,1.12,normal
3.89,83.17,170.15,0.28,normal
3.34,91.12,283.79,1.02,abnormal
2.52,72.21,312.01,1.11,normal
4.42,69.77,205.19,0.88,normal
2.43,77.59,270.37,0.06,normal
5.27,68.86,239.15,3.49,abnormal
3.37,79.51,1192.75,0.3,abnormal
2.18,68.83,260.1,0.38,normal
5.9,82.9,813.94,1.08,abnormal
11.38,75.48,340.49,1.19,abnormal
3.1,84.35,207.93,1.43,normal
5.89,68.8,312.91,0.74,normal
4.05,66.5,237.55,0.76,normal
3.56,77.14,191.38,0.01,normal
4.37,65.18,335.73,0.77,normal
4.88,70.18,320.5,0.44,normal
2.48,69.48,256.71,0.44,normal
5.77,70.56,176.59,1.31,normal
5.92,84.79,191.99,0.17,normal
4.53,84.44,214.91,1.42,normal
4.89,94.08,272.3,0.49,abnormal
5.26,81.48,193.86,1.45,normal
5.89,75.75,345.75,1.17,normal
2.43,79.92,226.4,0.98,normal
4.42,69.12,238.44,4.62,abnormal
4.52,82.16,229.09,0.67,normal
3.74,67.97,245.8,0.74,normal
5.26,68.52,263.93,1.42,normal
3.13,71.2,327.05,1.23,normal
2.75,67.87,235.28,0.68,normal
3.61,79.49,177.46,1.13,normal
2.4,72.68,172.01,0.02,normal
8.93,80.4,203.53,1.41,abnormal
5.17,65.19,308.33,0.81,normal
5.41,66.7,177.85,1.14,normal
-1.08,74.58,198.76,0.82,abnormal
4.17,65.42,158.91,0.82,normal
5.55,73.31,150.24,0.34,normal
3.54,72.07,207.37,1.38,normal
4.75,79.3,330.32,0.74,normal
-1.69,84.12,221.46,0.92,abnormal
5.69,83.4,329.12,0.91,normal
4.12,76.99,285.89,0.23,normal
3.21,81.35,219.68,0.16,normal
3.48,70.31,331.4,6.99,abnormal
5.45,84.56,305.56,0.22,normal
3.79,80.94,345.27,1.22,normal
3.71,79.53,178.93,0.48,normal
5.07,72.05,248.84,0.72,normal
5.17,71.67,1061.5,0.98,abnormal
3.67,74.94,256.75,0.8,normal
2.33,49.3,255.39,1.16,abnormal
2.88,66.75,222.34,0.3,normal
4.23,99.58,334.18,0.09,abnormal
5.4,82.34,313.8,0.44,normal
5.41,84.44,332.59,0.36,normal
13.23,67.34,289.16,0.21,abnormal
4.78,73.49,160.82,0.16,normal
3.91,76.88,181.63,0.22,normal
2.98,65.25,316.21,0.62,normal
3.88,67.8,255.49,1.42,normal
4.89,73.88,278.97,0.02,normal
2.24,77.85,270.83,0.26,normal
3.59,73.47,339.65,0.68,normal
3.03,76.44,211.21,0.34,normal
5.89,95.22,345.59,0.19,abnormal
4.48,69.38,186.74,1.12,normal
5.37,81.33,243.69,0.47,normal
5.31,68.3,310.67,0.97,normal
2.43,66.56,270.64,1.27,normal
3.13,75.83,163.06,0.9,normal
3.24,76.03,277.68,0.05,normal
5.91,76.3,262.75,1.19,normal
3.26,83.87,151.7,0.53,normal
3.59,68.9,300.37,1.09,normal
4.7,71.63,329.3,5.52,abnormal
5.1,65.47,309.21,0.72,normal
10.03,68.03,242.62,1.33,abnormal
4.87,82.69,311.5,0.98,normal
2.64,84.27,253.26,1.09,normal
5.72,71.83,307.07,0.51,normal
5.42,73.62,328.14,1.16,normal
2.84,77.21,165.0,0.23,normal
3.99,81.09,178.52,1.31,normal
5.88,80.63,167.43,0.14,normal
5.74,68.23,206.02,0.54,normal
2.72,80.44,201.59,0.71,normal
5.51,78.01,178.09,0.19,normal
2.16,82.18,230.19,1.29,normal
-0.68,75.25,274.93,0.47,abnormal
3.65,74.0,325.48,1.49,normal
5.91,66.14,308.12,1.05,normal
2.62,67.11,225.16,0.86,normal
-0.84,74.25,168.7,0.7,abnormal
5.6,74.3,167.16,1.1,normal
5.07,38.99,215.74,0.48,abnormal
2.85,49.83,172.87,0.68,abnormal
5.79,67.91,192.69,0.85,normal
2.25,51.17,307.91,1.47,abnormal
2.85,65.46,301.72,0.63,normal
2.7,67.83,204.78,0.12,normal
5.49,45.5,283.93,0.39,abnormal
14.26,73.57,342.67,0.45,abnormal
5.77,74.63,257.1,1.18,normal
3.42,48.86,227.83,0.01,abnormal
4.39,66.56,283.59,0.92,normal
5.95,83.78,298.57,1.11,normal
2.6,74.17,179.5,1.3,normal
5.88,73.13,254.14,0.01,normal
5.33,67.51,239.87,1.45,normal
2.87,84.58,234.04,0.82,normal
3.51,71.96,340.48,1.46,normal
2.06,81.28,153.24,1.34,normal
5.47,78.99,279.78,0.68,normal
3.41,75.85,254.63,1.15,normal
2.7,73.57,185.38,0.89,normal
3.53,81.9,287.71,0.66,normal
4.48,83.5,321.4,1.49,normal
2.42,77.99,273.25,0.62,normal
5.01,83.54,169.94,0.67,normal
2.13,70.8,234.13,0.33,normal
3.52,68.91,243.91,0.19,normal
3.65,51.41,290.77,1.11,abnormal
3.5,69.48,206.72,1.32,normal
5.35,80.9,232.94,0.36,normal
2.13,35.52,308.1,1.26,abnormal
4.96,71.35,184.08,0.86,normal
4.22,72.83,273.25,0.59,normal
5.73,73.58,337.88,0.59,normal
3.61,71.36,181.69,0.35,normal
2.51,67.37,265.39,0.59,normal
5.67,81.75,181.81,0.48,normal
2.1,65.23,304.01,0.23,normal
4.17,84.45,264.36,0.04,normal
5.93,77.69,305.52,0.28,normal
2.89,68.88,318.09,1.09,normal
3.51,70.21,160.35,0.12,normal
2.09,84.7,323.39,0.17,normal
8.75,70.65,328.92,0.14,abnormal
3.45,81.77,228.16,0.74,normal
2.29,84.18,165.26,1.03,normal
3.25,83.17,311.71,0.27,normal
2.71,76.35,271.33,0.05,normal
3.94,96.14,259.3,0.24,abnormal
5.71,68.86,155.91,0.03,normal
2.61,82.34,172.96,0.33,normal
2.88,79.55,337.97,0.4,normal
5.81,71.97,260.3,0.44,normal
3.98,75.25,229.99,0.29,normal
4.75,82.75,206.22,0.59,normal
5.07,71.23,308.82,1.43,normal
5.53,73.47,299.42,1.22,normal
4.43,73.59,263.43,0.56,normal
2.26,68.34,156.75,0.77,normal
3.17,81.53,279.02,1.45,normal
2.12,68.6,214.54,1.19,normal
2.29,78.14,224.39,1.17,normal
3.27,65.22,215.77,0.7,normal
5.59,76.23,227.12,0.9,normal
2.41,70.56,271.58,1.33,normal
12.02,77.93,286.43,0.65,abnormal
2.79,65.99,248.79,0.07,normal
2.48,74.06,270.29,0.89,normal
2.09,65.36,306.66,0.86,normal
3.85,67.62,343.37,0.06,normal
4.11,71.75,153.25,0.7,normal
4.89,40.49,300.74,0.6,abnormal
3.25,77.25,228.67,1.04,normal
5.39,84.34,174.28,0.56,normal
2.12,65.96,152.08,0.16,normal
4.75,73.71,184.04,0.29,normal
5.26,95.38,150.99,1.03,abnormal
5.53,65.86,159.6,0.46,normal
4.75,80.83,225.91,1.05,normal
3.84,67.53,1103.33,1.13,abnormal
4.55,48.36,254.35,0.36,abnormal
3.96,70.61,304.53,0.72,normal
5.06,79.23,220.6,1.25,normal
4.59,82.12,288.99,0.11,normal
2.85,78.41,243.63,0.58,normal
3.36,81.28,302.32,0.77,normal
5.78,79.17,281.06,1.27,normal
2.52,83.33,227.12,0.68,normal
2.81,73.0,163.73,0.63,normal
5.81,76.54,170.41,0.69,normal
2.44,65.33,242.17,0.4,normal
4.12,72.04,173.67,0.83,normal
2.85,72.94,236.17,0.5,normal
3.48,65.98,226.5,1.39,normal
2.76,68.53,205.19,0.91,normal
2.44,66.0,199.79,0.17,normal
5.58,76.5,197.75,0.8,normal
5.53,78.99,230.91,0.59,normal
5.3,78.83,249.03,0.26,normal
4.55,79.12,207.6,0.0,normal
5.63,77.44,297.82,1.28,normal
2.68,78.63,183.33,0.5,normal
5.85,78.32,235.58,0.03,normal
9.2,80.21,151.95,0.53,abnormal
2.0,82.46,244.51,0.07,normal
4.72,70.81,195.66,0.75,normal
5.1,67.0,310.78,0.5,normal
3.4,75.91,282.68,0.38,normal
5.31,71.02,216.75,0.78,normal
5.46,81.87,246.87,0.4,normal
4.56,67.96,232.06,0.33,normal
3.99,92.44,298.2,1.46,abnormal
4.98,68.88,340.96,0.96,normal
4.72,82.98,239.85,7.79,abnormal
3.06,78.58,327.6,0.59,normal
5.98,71.19,158.22,0.78,normal
4.45,73.67,241.01,1.45,normal
3.15,84.39,249.79,1.03,normal
2.6,84.33,274.76,1.0,normal
3.15,81.0,153.12,0.06,normal
4.37,66.06,211.16,0.65,normal
2.0,70.03,220.04,0.42,normal
5.83,76.21,340.74,6.57,abnormal
4.93,73.64,333.65,0.44,normal
5.73,69.97,285.7,0.58,normal
5.62,82.86,334.04,0.9,normal
3.74,82.52,310.88,0.21,normal
3.0,73.33,189.9,0.46,normal
5.71,74.22,186.67,1.17,normal
8.97,73.84,212.65,1.4,abnormal
3.87,73.55,234.1,0.62,normal
4.24,84.15,234.18,1.13,normal
3.21,69.85,252.44,0.19,normal
4.26,70.87,301.07,0.59,normal
2.02,81.15,324.98,0.69,normal
2.22,81.6,279.98,0.5,normal
3.16,74.63,216.26,0.09,normal
4.7,79.79,160.6,0.31,normal
4.96,74.91,194.71,1.01,normal
4.51,97.19,337.31,1.21,abnormal
2.8,66.34,180.6,1.32,normal
2.99,67.07,154.93,0.76,normal
5.7,71.0,246.74,0.28,normal
5.39,70.21,272.55,0.66,normal
2.49,67.92,154.33,0.21,normal
2.96,75.23,289.93,0.3,normal
3.16,67.0,267.75,0.55,normal
3.54,81.0,242.79,1.22,normal
3.13,67.4,227.89,0.87,normal
4.6,78.14,238.9,1.36,normal
2.56,82.65,241.67,0.01,normal
4.0,82.22,192.16,1.35,normal
4.05,68.49,180.28,0.98,normal
3.84,82.17,178.01,1.18,normal
5.69,66.36,317.87,0.73,normal
4.64,76.52,1149.19,1.16,abnormal
2.52,71.48,341.04,0.52,normal
3.62,65.9,320.41,0.24,normal
2.42,83.68,245.28,1.14,normal
5.18,67.11,326.15,6.64,abnormal
5.89,83.45,162.39,0.38,normal
5.0,73.83,224.86,0.95,normal
2.7,67.15,239.9,0.2,normal
4.23,68.91,248.22,1.02,normal
4.97,73.68,255.71,1.19,normal
2.1,84.2,169.24,0.05,normal
2.02,80.49,263.66,1.3,normal
4.73,84.15,295.66,0.79,normal
2.83,81.55,250.17,0.53,normal
0.4,73.78,275.09,1.31,abnormal
2.51,75.34,170.18,0.75,normal
4.16,65.45,314.27,0.43,normal
4.81,36.36,324.29,1.45,abnormal
4.3,82.06,336.36,0.75,normal
2.23,78.95,172.17,0.71,normal
4.61,90.32,234.28,0.3,abnormal
8.98,75.94,296.77,1.39,abnormal
5.51,69.71,164.58,1.42,normal
5.34,81.15,219.17,3.35,abnormal
4.96,83.59,327.5,0.72,normal
4.89,67.08,249.32,0.34,normal
3.91,80.63,325.29,0.34,normal
13.42,81.23,256.84,1.29,abnormal
4.95,76.05,160.43,1.15,normal
3.72,73.54,177.55,0.66,normal
3.41,93.43,333.61,0.36,abnormal
2.04,73.26,300.51,1.21,normal
2.18,81.04,324.65,0.37,normal
2.23,73.77,206.52,0.47,normal
5.56,84.96,175.94,0.6,normal
4.63,66.53,337.67,0.31,normal
5.25,82.95,321.75,0.67,normal
3.47,76.03,323.79,0.37,normal
4.79,95.03,160.8,1.35,abnormal
4.49,70.6,190.71,0.21,normal
-1.09,76.06,174.55,1.09,abnormal
2.14,69.7,238.06,1.15,normal
11.49,65.68,205.59,0.58,abnormal
8.42,82.09,226.79,0.03,abnormal
3.78,69.49,225.87,0.99,normal
4.64,65.63,302.6,1.41,normal
5.69,99.07,312.05,0.89,abnormal
3.36,81.58,236.82,0.64,normal
4.94,66.14,171.84,0.58,normal
4.71,82.17,337.6,0.7,normal
4.27,75.38,182.51,0.57,normal
5.7,67.64,153.04,1.2,normal
14.99,80.43,209.16,0.86,abnormal
3.1,70.37,200.1,0.98,normal
2.05,71.14,282.16,1.25,normal
3.85,43.8,243.29,1.45,abnormal
5.38,69.36,161.72,1.41,normal
4.44,71.28,162.81,0.27,normal
3.1,82.38,175.44,0.95,normal
4.47,65.99,172.89,0.06,normal
5.44,76.6,158.39,1.08,normal
4.86,70.18,201.49,1.02,normal
4.16,90.45,196.94,0.16,abnormal
2.45,66.55,190.81,0.86,normal
3.66,77.84,325.17,3.72,abnormal
5.15,71.7,231.63,0.98,normal
5.89,77.44,182.06,0.07,normal
2.1,77.18,1065.62,0.77,abnormal
4.03,76.63,218.81,0.32,normal
12.6,68.0,302.52,0.97,abnormal
-0.3,84.96,276.06,1.1,abnormal
2.48,82.57,309.64,0.91,normal
4.08,71.34,189.0,0.86,normal
2.97,97.68,222.39,0.68,abnormal
2.46,69.82,296.56,1.32,normal
3.41,75.11,332.93,0.98,normal
3.8,73.38,263.87,1.24,normal
4.15,80.53,231.52,0.88,normal
3.04,70.74,212.77,0.12,normal
5.93,76.52,276.53,1.16,normal
2.06,37.42,202.68,0.83,abnormal
2.4,82.39,316.77,3.12,abnormal
2.29,75.3,255.86,0.58,normal
2.51,78.94,198.29,0.44,normal
5.3,71.73,271.75,0.16,normal
2.3,83.41,339.98,1.37,normal
4.96,73.71,301.53,1.05,normal
4.89,76.79,314.02,0.76,normal
2.03,76.86,284.78,0.68,normal
2.71,79.45,205.86,1.16,normal
3.97,65.97,253.54,0.79,normal
5.71,70.71,226.81,1.14,normal
13.7,79.69,347.84,0.32,abnormal
4.3,77.31,169.89,0.43,normal
3.1,73.78,327.07,0.43,normal
5.01,83.49,966.5,0.21,abnormal
5.36,80.1,155.47,1.35,normal
4.15,68.9,841.86,1.23,abnormal
3.13,83.96,235.3,0.67,normal
3.82,83.36,293.25,1.38,normal
5.56,74.87,167.37,0.21,normal
4.67,84.37,310.73,1.12,normal
2.3,68.13,217.07,0.68,normal
4.69,66.48,287.59,1.34,normal
2.4,79.1,254.26,0.29,normal
5.35,77.52,339.84,0.94,normal
4.35,82.44,194.04,0.29,normal
3.94,68.74,249.35,0.2,normal
2.35,75.33,294.66,0.32,normal
3.96,77.22,292.0,0.06,normal
4.45,77.62,196.94,0.52,normal
5.82,82.56,318.14,1.31,normal
3.96,77.6,269.57,0.82,normal
2.88,84.26,329.36,1.15,normal
3.79,69.95,234.97,0.26,normal
2.45,78.94,290.96,6.87,abnormal
5.22,74.78,232.4,0.35,normal
4.03,82.8,306.57,0.09,normal
3.05,71.35,228.28,0.66,normal
5.65,70.37,295.64,0.51,normal
3.23,73.2,264.5,0.25,normal
4.5,83.96,272.66,0.49,normal
2.08,79.44,310.48,0.14,normal
5.65,80.34,260.58,0.98,normal
3.45,68.97,181.4,0.8,normal
-1.13,68.23,224.78,0.62,abnormal
2.99,65.27,319.1,1.13,normal
4.01,80.83,158.46,0.42,normal
4.53,78.76,156.76,1.12,normal
3.51,73.02,313.66,1.31,normal
8.52,79.44,302.48,0.62,abnormal
5.32,77.1,180.37,1.1,normal
2.78,77.11,212.44,0.49,normal
2.09,70.48,190.53,0.4,normal
3.89,70.82,168.61,1.45,normal
3.93,83.15,256.64,0.37,normal
3.99,72.87,224.55,0.82,normal
2.9,84.5,229.47,0.35,normal
4.25,77.86,216.49,1.21,normal
11.93,69.15,338.42,0.89,abnormal
3.61,81.76,254.68,1.26,normal
2.24,74.87,232.37,1.11,normal
10.25,76.31,231.31,0.01,abnormal
5.02,80.89,259.12,0.47,normal
3.29,79.18,252.89,1.29,normal
14.45,73.51,165.5,0.19,abnormal
4.08,67.43,189.47,1.3,normal
5.54,74.9,275.23,0.79,normal
5.5,73.36,151.85,0.18,normal
5.69,78.53,254.5,6.08,abnormal
4.6,67.83,254.65,0.31,normal
4.86,75.39,200.25,0.69,normal
4.88,82.05,177.07,5.62,abnormal
10.22,68.58,244.1,1.49,abnormal
4.81,68.99,168.77,0.69,normal
4.5,76.89,163.35,0.95,normal
4.52,99.28,204.92,1.23,abnormal
4.92,72.35,1036.89,1.4,abnormal
4.57,69.05,268.53,0.15,normal
2.71,76.27,175.34,0.78,normal
3.53,76.51,320.68,0.91,normal
5.49,78.37,244.68,3.84,abnormal
5.96,66.83,310.67,0.22,normal
5.5,71.47,329.19,0.08,normal
3.76,78.3,215.42,0.75,normal
4.24,72.55,227.11,0.71,normal
4.09,75.61,326.66,1.26,normal
5.33,79.23,317.98,5.8,abnormal
5.16,78.71,261.58,0.65,normal
2.1,72.31,243.22,1.01,normal
2.86,76.2,349.58,1.41,normal
2.72,79.95,152.13,0.66,normal
2.02,71.21,168.82,0.55,normal
5.69,77.14,156.71,0.41,normal
2.18,78.91,200.61,0.94,normal
14.04,83.55,349.45,0.95,abnormal
3.89,82.5,300.12,1.21,normal
2.12,82.89,180.64,1.1,normal
-1.75,81.68,173.89,0.67,abnormal
3.26,82.16,205.5,1.28,normal
4.95,71.65,284.4,1.35,normal
0.72,76.74,338.86,0.77,abnormal
3.67,48.35,162.3,0.29,abnormal
2.59,70.33,184.52,0.07,normal
4.75,73.19,277.06,1.26,normal
3.1,93.51,218.29,0.85,abnormal
4.26,74.26,173.25,0.14,normal
2.74,76.82,343.15,1.15,normal
2.87,72.49,166.25,1.09,normal
5.35,77.85,330.3,0.29,normal
2.53,66.07,291.18,0.27,normal
3.26,69.52,187.65,1.33,normal
3.18,78.95,202.91,0.73,normal
3.4,77.84,239.93,0.95,normal
14.65,76.7,181.14,0.85,abnormal
3.39,51.22,309.25,0.31,abnormal
4.02,81.6,308.86,0.14,normal
3.03,74.35,156.29,0.17,normal
2.75,67.8,267.36,0.56,normal
4.35,65.68,290.26,0.94,normal
9.11,74.51,217.33,1.35,abnormal
3.43,68.25,259.36,1.13,normal
4.47,76.87,288.9,1.1,normal
2.97,79.47,270.19,0.72,normal
2.16,83.58,196.86,1.4,normal
10.95,80.48,340.8,0.6,abnormal
4.05,83.45,327.32,1.45,normal
0.85,76.36,177.91,1.0,abnormal
2.22,66.81,308.57,0.21,normal
3.58,74.21,281.72,0.3,normal
3.23,68.69,321.55,0.65,normal
2.62,76.11,305.12,0.01,normal
2.4,76.0,228.81,0.32,normal
3.51,74.27,198.55,1.38,normal
3.27,83.71,229.98,0.49,normal
4.7,82.45,269.39,0.8,normal
4.68,84.4,155.38,1.33,normal
2.94,72.25,250.29,0.0,normal
3.59,66.55,196.01,0.75,normal
3.21,66.86,226.81,0.27,normal
3.24,78.51,246.13,0.39,normal
-1.51,78.65,316.85,0.7,abnormal
4.74,67.03,322.49,1.21,normal
3.28,76.49,226.8,0.68,normal
5.84,73.03,304.27,0.45,normal
4.54,77.07,310.48,0.68,normal
3.89,71.7,257.0,0.55,normal
5.92,75.63,226.69,1.01,normal
3.35,83.68,268.03,0.3,normal
